exposure_id,exposure_ts,group,device,converted,revenue
5196,2024-03-25 10:38:08,treatment,Desktop,0,0.0
5197,2024-03-27 03:59:41,treatment,Desktop,0,0.0
5198,2025-02-08 14:50:16,treatment,Tablet,0,0.0
5199,2025-05-22 19:28:20,control,Desktop,1,99.9
5200,2024-11-12 11:13:38,control,Mobile,0,0.0
5201,2024-10-28 02:07:26,control,Mobile,0,0.0
5202,2024-08-06 15:31:44,control,Mobile,0,0.0
5203,2024-10-03 01:22:33,treatment,Tablet,0,0.0
5204,2024-10-01 01:08:17,control,Tablet,0,0.0
5205,2025-01-09 16:19:50,control,Desktop,0,0.0
5206,2024-05-10 02:54:55,treatment,Desktop,0,0.0
5207,2024-10-31 08:10:36,control,Tablet,0,0.0
5208,2025-02-02 10:23:38,control,Desktop,0,0.0
5209,2024-09-02 16:13:13,treatment,Mobile,0,0.0
5210,2024-07-28 23:38:58,control,Desktop,0,0.0
5211,2024-07-29 18:28:50,control,Desktop,0,0.0
5212,2025-05-16 09:55:47,control,Desktop,1,92.89
5213,2024-10-20 07:12:22,control,Desktop,0,0.0
5214,2025-06-18 08:01:22,control,Desktop,1,166.17
5215,2025-07-13 03:26:46,treatment,Desktop,0,0.0
5216,2024-06-24 13:53:50,control,Tablet,0,0.0
5217,2024-05-22 10:50:07,treatment,Desktop,0,0.0
5218,2024-10-26 19:35:46,treatment,Mobile,0,0.0
5219,2025-06-30 09:09:02,control,Desktop,0,0.0
5220,2025-06-07 21:39:49,treatment,Mobile,0,0.0
5221,2024-06-08 22:55:02,treatment,Desktop,0,0.0
5222,2024-05-23 00:59:41,control,Desktop,0,0.0
5223,2024-09-21 07:00:51,control,Desktop,0,0.0
5224,2024-10-23 21:01:31,control,Tablet,0,0.0
5225,2025-04-24 02:46:46,control,Mobile,0,0.0
5226,2024-06-12 21:55:36,treatment,Desktop,0,0.0
5227,2025-07-20 04:45:09,control,Mobile,0,0.0
5228,2024-09-18 12:49:41,treatment,Mobile,1,94.38
5229,2024-07-09 17:51:15,treatment,Desktop,0,0.0
5230,2024-06-15 06:01:14,control,Desktop,0,0.0
5231,2024-12-25 10:42:10,control,Mobile,1,21.64
5232,2025-08-03 23:37:02,control,Desktop,0,0.0
5233,2024-05-02 08:18:42,control,Mobile,0,0.0
5234,2025-06-27 06:15:08,treatment,Desktop,0,0.0
5235,2025-07-08 06:40:43,control,Desktop,0,0.0
5236,2024-10-06 05:01:26,treatment,Mobile,0,0.0
5237,2025-04-18 16:42:30,control,Tablet,0,0.0
5238,2025-08-31 14:28:40,treatment,Mobile,0,0.0
5239,2024-03-30 18:23:13,control,Mobile,0,0.0
5240,2025-02-23 02:17:24,treatment,Desktop,0,0.0
5241,2024-08-26 00:06:00,treatment,Mobile,0,0.0
5242,2025-06-25 10:06:35,control,Mobile,0,0.0
5243,2024-12-28 01:00:55,treatment,Desktop,0,0.0
5244,2025-03-22 22:32:35,control,Desktop,0,0.0
5245,2024-10-24 13:11:57,treatment,Tablet,1,83.74
5246,2025-05-10 23:27:44,treatment,Mobile,0,0.0
5247,2024-11-29 01:08:39,control,Tablet,0,0.0
5248,2024-08-05 12:28:06,treatment,Desktop,1,81.48
5249,2024-08-02 16:59:57,control,Mobile,0,0.0
5250,2025-08-02 06:37:09,control,Mobile,0,0.0
5251,2025-06-22 20:25:00,treatment,Desktop,0,0.0
5252,2024-12-22 03:14:27,control,Desktop,1,23.4
5253,2024-11-12 22:05:19,treatment,Desktop,0,0.0
5254,2024-10-06 16:43:34,treatment,Desktop,0,0.0
5255,2024-08-03 16:12:48,control,Desktop,0,0.0
5256,2024-05-31 17:19:49,control,Mobile,0,0.0
5257,2024-04-04 10:37:40,control,Mobile,0,0.0
5258,2025-09-14 18:05:22,treatment,Desktop,0,0.0
5259,2024-03-25 04:35:57,control,Desktop,0,0.0
5260,2024-05-04 20:49:20,treatment,Mobile,0,0.0
5261,2024-08-15 18:43:45,treatment,Desktop,0,0.0
5262,2024-04-08 13:46:07,treatment,Mobile,0,0.0
5263,2024-05-29 13:22:15,control,Desktop,0,0.0
5264,2024-08-27 23:02:16,control,Desktop,0,0.0
5265,2024-11-11 08:51:36,control,Desktop,0,0.0
5266,2025-06-27 17:33:33,control,Desktop,0,0.0
5267,2025-02-14 02:58:54,control,Mobile,0,0.0
5268,2025-08-18 22:03:50,control,Desktop,1,63.3
5269,2024-05-06 15:16:40,treatment,Mobile,0,0.0
5270,2025-01-22 15:19:12,treatment,Mobile,0,0.0
5271,2025-06-12 15:06:33,treatment,Desktop,0,0.0
5272,2024-10-21 18:49:55,treatment,Desktop,0,0.0
5273,2025-08-18 21:17:55,treatment,Mobile,0,0.0
5274,2024-08-31 16:24:02,control,Mobile,0,0.0
5275,2024-06-22 01:31:58,control,Mobile,1,46.79
5276,2024-08-27 09:11:43,treatment,Desktop,0,0.0
5277,2024-11-03 11:13:04,treatment,Desktop,0,0.0
5278,2025-03-20 08:07:59,control,Desktop,0,0.0
5279,2025-03-30 04:37:54,treatment,Desktop,0,0.0
5280,2025-09-13 22:00:10,control,Desktop,0,0.0
5281,2024-08-11 20:34:32,treatment,Mobile,0,0.0
5282,2025-02-20 21:03:56,control,Mobile,0,0.0
5283,2024-12-14 05:25:52,treatment,Desktop,0,0.0
5284,2024-05-31 05:16:19,treatment,Desktop,0,0.0
5285,2025-06-06 13:30:07,treatment,Mobile,0,0.0
5286,2024-04-25 23:34:59,treatment,Mobile,0,0.0
5287,2025-03-05 20:55:30,treatment,Desktop,0,0.0
5288,2025-04-14 10:01:46,treatment,Desktop,0,0.0
5289,2024-12-10 09:20:50,treatment,Desktop,0,0.0
5290,2025-03-08 11:10:02,treatment,Desktop,0,0.0
5291,2024-11-07 21:46:50,control,Desktop,0,0.0
5292,2025-01-12 23:45:26,treatment,Mobile,0,0.0
5293,2025-06-09 00:55:53,control,Desktop,1,126.36
5294,2024-10-17 18:42:29,treatment,Mobile,0,0.0
5295,2024-03-27 11:53:34,control,Tablet,0,0.0
5296,2024-12-11 22:09:53,control,Desktop,0,0.0
5297,2024-10-19 02:19:58,treatment,Desktop,0,0.0
5298,2024-09-23 02:34:24,treatment,Mobile,0,0.0
5299,2024-04-19 05:52:10,control,Mobile,0,0.0
5300,2024-05-24 07:32:56,control,Desktop,0,0.0
5301,2025-04-08 14:33:51,treatment,Desktop,0,0.0
5302,2024-11-08 01:06:03,treatment,Mobile,0,0.0
5303,2025-03-14 23:46:35,treatment,Desktop,1,152.0
5304,2024-10-10 03:46:36,treatment,Mobile,0,0.0
5305,2025-01-20 03:14:29,treatment,Desktop,0,0.0
5306,2024-05-16 03:38:48,treatment,Desktop,0,0.0
5307,2024-05-31 16:10:55,treatment,Mobile,0,0.0
5308,2024-07-18 20:24:29,control,Tablet,0,0.0
5309,2024-06-18 10:29:03,control,Desktop,1,83.21
5310,2025-06-04 14:17:34,treatment,Mobile,0,0.0
5311,2025-01-01 05:09:56,treatment,Tablet,0,0.0
5312,2024-04-22 08:30:07,treatment,Desktop,0,0.0
5313,2025-02-17 22:57:13,control,Desktop,0,0.0
5314,2025-01-26 20:38:58,control,Desktop,0,0.0
5315,2024-04-11 06:49:44,treatment,Mobile,0,0.0
5316,2024-06-26 09:29:15,treatment,Mobile,0,0.0
5317,2024-08-14 11:00:38,control,Desktop,0,0.0
5318,2025-08-05 22:42:07,treatment,Mobile,0,0.0
5319,2025-04-26 14:31:17,control,Mobile,0,0.0
5320,2025-04-19 05:04:02,treatment,Desktop,0,0.0
5321,2024-08-31 10:03:59,control,Desktop,0,0.0
5322,2024-08-03 09:22:12,control,Desktop,0,0.0
5323,2024-04-12 16:42:16,treatment,Tablet,0,0.0
5324,2025-08-02 07:13:31,treatment,Mobile,0,0.0
5325,2025-08-01 14:49:26,control,Mobile,0,0.0
5326,2024-06-24 14:42:52,control,Desktop,0,0.0
5327,2025-06-03 18:26:23,control,Desktop,0,0.0
5328,2025-01-30 19:59:38,control,Desktop,0,0.0
5329,2025-01-22 12:11:07,treatment,Desktop,0,0.0
5330,2025-01-31 09:54:29,control,Mobile,0,0.0
5331,2025-06-18 16:01:16,control,Desktop,0,0.0
5332,2025-06-08 03:07:41,control,Mobile,0,0.0
5333,2025-06-04 09:41:08,control,Desktop,0,0.0
5334,2024-08-30 12:12:22,treatment,Tablet,0,0.0
5335,2025-03-15 09:11:06,control,Desktop,0,0.0
5336,2024-11-19 04:48:31,control,Desktop,0,0.0
5337,2024-11-06 18:05:42,control,Desktop,0,0.0
5338,2025-06-27 07:43:10,control,Mobile,0,0.0
5339,2024-05-31 15:37:30,control,Tablet,0,0.0
5340,2024-11-14 22:45:51,control,Tablet,0,0.0
5341,2024-12-28 16:22:39,control,Desktop,0,0.0
5342,2025-01-14 10:49:20,treatment,Desktop,0,0.0
5343,2025-05-17 08:23:06,control,Mobile,0,0.0
5344,2025-07-09 16:06:46,control,Desktop,0,0.0
5345,2025-04-27 04:06:35,treatment,Desktop,0,0.0
5346,2024-10-01 13:47:53,treatment,Mobile,0,0.0
5347,2025-09-14 20:12:37,control,Mobile,0,0.0
5348,2025-05-17 11:32:05,control,Desktop,0,0.0
5349,2024-03-29 08:01:33,treatment,Desktop,0,0.0
5350,2024-10-21 13:17:04,treatment,Tablet,0,0.0
5351,2025-08-08 03:23:48,control,Desktop,0,0.0
5352,2025-08-12 06:02:17,control,Desktop,0,0.0
5353,2025-08-15 00:21:21,control,Mobile,0,0.0
5354,2025-03-08 13:38:50,treatment,Desktop,0,0.0
5355,2025-07-03 07:36:21,control,Desktop,0,0.0
5356,2024-04-27 00:50:26,treatment,Mobile,0,0.0
5357,2025-04-27 14:19:17,control,Desktop,0,0.0
5358,2024-05-14 22:41:09,control,Desktop,0,0.0
5359,2024-07-31 15:05:23,treatment,Desktop,0,0.0
5360,2025-08-12 20:46:34,treatment,Desktop,0,0.0
5361,2025-05-08 00:06:46,treatment,Mobile,0,0.0
5362,2024-04-08 22:40:11,control,Mobile,0,0.0
5363,2024-08-14 19:13:32,treatment,Tablet,0,0.0
5364,2024-06-01 23:40:29,treatment,Mobile,0,0.0
5365,2025-06-28 01:56:57,control,Desktop,0,0.0
5366,2024-08-05 04:48:52,treatment,Mobile,0,0.0
5367,2024-04-06 01:59:04,treatment,Desktop,0,0.0
5368,2024-09-27 11:55:57,control,Mobile,0,0.0
5369,2024-08-08 02:31:43,treatment,Desktop,0,0.0
5370,2024-10-16 11:48:15,treatment,Desktop,0,0.0
5371,2025-06-30 01:02:00,control,Desktop,0,0.0
5372,2024-12-09 10:21:29,control,Mobile,0,0.0
5373,2024-05-27 02:06:22,treatment,Mobile,0,0.0
5374,2025-08-17 21:20:34,treatment,Mobile,0,0.0
5375,2025-01-09 10:39:12,control,Mobile,0,0.0
5376,2024-07-24 07:58:02,control,Mobile,0,0.0
5377,2024-03-31 22:55:55,treatment,Desktop,0,0.0
5378,2025-02-02 15:02:03,treatment,Desktop,0,0.0
5379,2025-01-11 14:37:00,control,Desktop,0,0.0
5380,2024-11-08 01:55:13,treatment,Desktop,0,0.0
5381,2025-09-11 17:02:52,treatment,Desktop,0,0.0
5382,2025-02-18 00:58:34,treatment,Desktop,0,0.0
5383,2025-03-01 11:01:31,control,Mobile,0,0.0
5384,2024-09-29 19:10:56,treatment,Mobile,0,0.0
5385,2025-04-25 03:28:36,treatment,Mobile,0,0.0
5386,2025-06-10 16:44:29,control,Desktop,0,0.0
5387,2025-01-05 22:50:10,treatment,Desktop,0,0.0
5388,2024-08-25 11:15:39,treatment,Desktop,0,0.0
5389,2025-01-15 01:19:40,control,Desktop,0,0.0
5390,2025-07-23 09:31:42,treatment,Mobile,0,0.0
5391,2024-05-21 05:41:02,treatment,Desktop,0,0.0
5392,2025-04-05 09:38:00,treatment,Desktop,0,0.0
5393,2024-05-03 05:20:44,control,Desktop,0,0.0
5394,2025-01-19 13:18:01,control,Mobile,0,0.0
5395,2024-07-03 01:12:31,treatment,Desktop,1,65.92
5396,2025-06-10 02:34:53,treatment,Tablet,0,0.0
5397,2024-12-17 18:39:17,control,Desktop,0,0.0
5398,2025-07-06 12:30:32,control,Mobile,0,0.0
5399,2025-05-28 09:47:48,control,Desktop,0,0.0
5400,2025-03-20 09:25:29,treatment,Desktop,0,0.0
5401,2025-01-08 01:43:54,treatment,Mobile,0,0.0
5402,2024-06-27 07:23:47,treatment,Desktop,0,0.0
5403,2024-10-06 07:42:57,control,Desktop,0,0.0
5404,2024-08-27 10:55:06,control,Desktop,0,0.0
5405,2025-07-03 15:18:51,control,Tablet,0,0.0
5406,2024-04-16 18:46:07,control,Desktop,1,17.41
5407,2024-07-17 00:26:25,treatment,Mobile,0,0.0
5408,2024-11-16 20:51:36,control,Tablet,0,0.0
5409,2024-10-31 18:41:49,control,Mobile,0,0.0
5410,2024-06-24 19:34:16,control,Desktop,1,83.12
5411,2025-07-31 15:50:31,treatment,Desktop,0,0.0
5412,2025-06-27 09:10:46,treatment,Desktop,0,0.0
5413,2025-08-28 11:05:29,treatment,Mobile,0,0.0
5414,2025-08-25 04:11:30,control,Mobile,0,0.0
5415,2024-04-02 19:42:03,control,Desktop,0,0.0
5416,2024-08-13 20:52:11,control,Desktop,0,0.0
5417,2025-04-05 07:20:52,control,Desktop,0,0.0
5418,2024-06-12 11:06:05,treatment,Mobile,0,0.0
5419,2025-07-19 21:51:40,treatment,Desktop,0,0.0
5420,2025-01-06 09:42:07,control,Mobile,0,0.0
5421,2024-05-30 03:46:41,control,Mobile,0,0.0
5422,2024-03-27 03:47:18,treatment,Desktop,0,0.0
5423,2025-05-07 16:56:05,treatment,Desktop,0,0.0
5424,2024-07-21 18:55:07,treatment,Tablet,0,0.0
5425,2024-03-30 05:24:39,treatment,Mobile,0,0.0
5426,2024-06-26 14:34:50,treatment,Desktop,0,0.0
5427,2024-05-20 08:17:31,treatment,Desktop,0,0.0
5428,2024-11-25 05:58:45,treatment,Mobile,0,0.0
5429,2025-04-14 09:51:01,control,Desktop,0,0.0
5430,2024-05-20 21:56:14,control,Mobile,0,0.0
5431,2025-02-13 11:32:27,treatment,Desktop,0,0.0
5432,2024-07-16 21:03:35,control,Tablet,0,0.0
5433,2025-04-29 12:09:33,control,Mobile,0,0.0
5434,2024-08-19 11:34:10,control,Desktop,0,0.0
5435,2024-11-21 04:18:19,control,Mobile,0,0.0
5436,2025-07-10 23:20:50,treatment,Desktop,1,45.17
5437,2025-05-14 04:38:34,treatment,Mobile,0,0.0
5438,2024-11-24 20:00:02,control,Mobile,0,0.0
5439,2025-03-25 09:33:47,control,Mobile,0,0.0
5440,2025-07-10 11:32:56,control,Mobile,0,0.0
5441,2025-09-10 10:23:22,treatment,Mobile,0,0.0
5442,2025-09-15 21:09:55,treatment,Desktop,0,0.0
5443,2025-06-28 15:59:22,control,Mobile,0,0.0
5444,2024-08-21 14:03:25,treatment,Desktop,0,0.0
5445,2024-05-20 23:48:03,control,Mobile,0,0.0
5446,2024-12-17 10:27:44,treatment,Desktop,0,0.0
5447,2024-06-07 03:03:34,control,Mobile,0,0.0
5448,2025-07-18 21:52:38,treatment,Desktop,0,0.0
5449,2025-08-24 14:41:53,treatment,Desktop,0,0.0
5450,2025-04-11 01:37:24,treatment,Desktop,0,0.0
5451,2024-04-02 18:47:41,control,Desktop,0,0.0
5452,2024-11-27 17:20:45,control,Mobile,0,0.0
5453,2024-04-08 06:32:04,control,Desktop,0,0.0
5454,2025-05-23 00:54:16,control,Mobile,0,0.0
5455,2024-04-12 17:53:01,control,Mobile,0,0.0
5456,2024-07-27 12:33:21,treatment,Desktop,0,0.0
5457,2025-01-07 17:51:40,control,Desktop,0,0.0
5458,2024-10-27 11:22:00,treatment,Mobile,0,0.0
5459,2025-05-13 21:48:12,control,Mobile,0,0.0
5460,2024-07-25 07:02:25,control,Desktop,0,0.0
5461,2025-01-15 19:32:28,treatment,Desktop,0,0.0
5462,2024-09-01 12:10:18,treatment,Mobile,0,0.0
5463,2025-02-12 07:12:19,control,Desktop,0,0.0
5464,2025-07-07 20:10:45,control,Tablet,0,0.0
5465,2024-04-10 01:13:26,treatment,Desktop,0,0.0
5466,2025-02-23 13:06:40,control,Mobile,0,0.0
5467,2024-04-27 01:22:41,treatment,Tablet,0,0.0
5468,2024-06-24 06:04:09,control,Tablet,0,0.0
5469,2025-09-14 01:54:04,control,Desktop,0,0.0
5470,2024-05-25 06:04:16,treatment,Mobile,0,0.0
5471,2025-01-13 01:05:58,control,Mobile,0,0.0
5472,2025-05-28 22:49:24,treatment,Desktop,0,0.0
5473,2025-01-29 04:15:00,control,Desktop,0,0.0
5474,2025-08-16 16:24:47,control,Desktop,0,0.0
5475,2025-09-07 01:54:54,treatment,Tablet,0,0.0
5476,2024-11-23 12:47:56,control,Desktop,0,0.0
5477,2025-03-29 18:11:33,treatment,Mobile,0,0.0
5478,2024-10-27 07:54:46,treatment,Desktop,0,0.0
5479,2025-09-03 07:32:25,control,Mobile,0,0.0
5480,2024-08-24 18:29:55,control,Mobile,0,0.0
5481,2024-05-21 00:48:39,control,Desktop,0,0.0
5482,2025-06-15 20:12:47,treatment,Mobile,0,0.0
5483,2025-02-05 00:54:57,treatment,Mobile,0,0.0
5484,2024-12-03 18:26:37,treatment,Desktop,0,0.0
5485,2025-01-01 04:26:30,treatment,Mobile,0,0.0
5486,2025-01-17 13:07:33,control,Desktop,0,0.0
5487,2025-01-09 11:18:41,treatment,Desktop,0,0.0
5488,2025-01-20 13:43:15,treatment,Desktop,0,0.0
5489,2024-05-04 06:15:06,control,Desktop,0,0.0
5490,2024-09-26 09:48:08,control,Desktop,0,0.0
5491,2024-07-03 09:41:14,control,Desktop,0,0.0
5492,2025-02-21 03:55:27,control,Mobile,0,0.0
5493,2025-06-24 12:47:46,control,Mobile,0,0.0
5494,2025-06-28 02:29:15,control,Mobile,0,0.0
5495,2024-09-25 06:48:07,control,Desktop,0,0.0
5496,2024-04-12 02:26:44,control,Desktop,0,0.0
5497,2024-08-27 08:50:52,treatment,Desktop,0,0.0
5498,2025-06-09 12:11:08,treatment,Mobile,0,0.0
5499,2024-06-20 01:57:16,treatment,Desktop,0,0.0
5500,2024-04-26 08:35:57,control,Tablet,1,136.68
5501,2025-03-19 23:40:46,control,Mobile,0,0.0
5502,2025-08-20 20:51:39,treatment,Tablet,0,0.0
5503,2025-06-26 16:23:09,treatment,Tablet,0,0.0
5504,2025-05-31 12:11:28,control,Desktop,0,0.0
5505,2024-12-05 20:02:41,treatment,Mobile,0,0.0
5506,2024-04-06 15:40:02,control,Desktop,0,0.0
5507,2025-06-30 08:07:59,control,Mobile,0,0.0
5508,2024-10-31 02:50:17,treatment,Desktop,0,0.0
5509,2025-01-28 05:48:35,treatment,Mobile,0,0.0
5510,2025-07-01 19:05:08,control,Mobile,0,0.0
5511,2025-04-12 04:12:56,treatment,Desktop,0,0.0
5512,2025-02-04 10:30:33,control,Desktop,0,0.0
5513,2025-02-05 04:55:08,control,Tablet,0,0.0
5514,2024-11-20 11:18:17,treatment,Mobile,0,0.0
5515,2024-11-10 04:02:30,control,Desktop,0,0.0
5516,2025-02-03 10:20:47,control,Mobile,1,35.51
5517,2025-01-02 15:11:10,control,Desktop,1,59.49
5518,2024-09-19 22:57:26,control,Desktop,0,0.0
5519,2024-06-05 22:13:31,control,Desktop,0,0.0
5520,2025-03-01 18:53:50,control,Desktop,0,0.0
5521,2024-10-09 13:50:56,treatment,Desktop,0,0.0
5522,2024-12-03 12:29:09,control,Desktop,0,0.0
5523,2025-01-10 13:31:08,treatment,Desktop,0,0.0
5524,2025-09-04 04:17:38,treatment,Desktop,0,0.0
5525,2024-11-28 00:31:01,treatment,Mobile,0,0.0
5526,2024-05-26 02:24:42,control,Desktop,0,0.0
5527,2024-11-13 06:49:20,treatment,Desktop,0,0.0
5528,2025-02-21 17:54:45,treatment,Mobile,0,0.0
5529,2024-08-23 07:29:22,control,Desktop,0,0.0
5530,2025-08-27 20:00:26,treatment,Desktop,0,0.0
5531,2024-03-30 08:54:56,treatment,Desktop,0,0.0
5532,2024-08-16 06:21:32,treatment,Desktop,0,0.0
5533,2024-06-01 21:31:42,treatment,Mobile,0,0.0
5534,2025-08-05 22:59:58,control,Mobile,0,0.0
5535,2025-07-06 17:29:45,control,Desktop,0,0.0
5536,2024-08-19 07:24:05,treatment,Desktop,0,0.0
5537,2025-07-06 21:51:55,control,Mobile,0,0.0
5538,2024-07-06 12:10:22,control,Mobile,0,0.0
5539,2024-04-25 00:07:40,treatment,Desktop,0,0.0
5540,2024-07-30 06:40:35,control,Desktop,0,0.0
5541,2025-06-29 04:06:11,treatment,Desktop,0,0.0
5542,2025-03-27 16:46:25,treatment,Desktop,0,0.0
5543,2025-05-14 11:35:04,control,Desktop,0,0.0
5544,2024-09-26 02:12:19,control,Desktop,0,0.0
5545,2024-10-06 05:43:50,control,Desktop,0,0.0
5546,2025-07-17 02:52:04,control,Desktop,0,0.0
5547,2024-11-07 20:09:44,control,Desktop,0,0.0
5548,2024-05-18 20:07:07,treatment,Desktop,0,0.0
5549,2024-04-01 01:30:06,control,Mobile,0,0.0
5550,2024-11-29 09:24:16,treatment,Desktop,0,0.0
5551,2025-09-11 23:20:39,treatment,Mobile,0,0.0
5552,2025-03-03 18:01:12,treatment,Desktop,0,0.0
5553,2024-09-12 18:17:48,control,Desktop,0,0.0
5554,2025-01-24 12:31:54,control,Mobile,0,0.0
5555,2024-07-23 04:17:30,control,Desktop,0,0.0
5556,2024-07-19 22:24:54,treatment,Tablet,0,0.0
5557,2025-03-22 14:56:27,treatment,Desktop,0,0.0
5558,2025-04-22 04:50:56,control,Desktop,0,0.0
5559,2025-01-31 02:15:51,control,Tablet,0,0.0
5560,2025-03-04 01:11:00,treatment,Desktop,1,91.63
5561,2024-12-10 05:56:07,treatment,Mobile,0,0.0
5562,2024-11-16 07:21:38,control,Mobile,0,0.0
5563,2024-04-23 04:47:41,treatment,Desktop,0,0.0
5564,2024-07-05 17:48:40,treatment,Mobile,0,0.0
5565,2025-08-10 07:39:56,treatment,Desktop,0,0.0
5566,2025-01-03 22:05:34,treatment,Mobile,0,0.0
5567,2024-07-09 23:17:19,treatment,Desktop,0,0.0
5568,2025-02-21 18:11:13,control,Mobile,0,0.0
5569,2024-10-01 09:11:11,control,Mobile,0,0.0
5570,2025-08-21 11:16:49,control,Mobile,0,0.0
5571,2024-10-14 18:58:16,treatment,Mobile,0,0.0
5572,2025-03-07 19:54:27,control,Desktop,0,0.0
5573,2024-09-03 05:32:25,treatment,Mobile,0,0.0
5574,2025-06-11 07:13:56,control,Tablet,0,0.0
5575,2025-07-02 14:27:11,treatment,Mobile,0,0.0
5576,2025-04-22 02:07:43,treatment,Mobile,0,0.0
5577,2024-04-05 00:49:11,treatment,Mobile,0,0.0
5578,2025-02-11 20:26:07,control,Desktop,0,0.0
5579,2024-07-02 01:52:18,treatment,Desktop,0,0.0
5580,2024-10-10 19:40:20,control,Tablet,0,0.0
5581,2024-07-24 21:43:53,control,Desktop,0,0.0
5582,2024-06-14 00:50:27,control,Mobile,0,0.0
5583,2024-12-13 15:30:46,treatment,Desktop,0,0.0
5584,2024-05-20 21:11:04,control,Desktop,0,0.0
5585,2024-07-29 21:02:49,treatment,Desktop,0,0.0
5586,2025-05-11 11:34:26,control,Mobile,0,0.0
5587,2024-11-13 03:35:49,treatment,Tablet,0,0.0
5588,2025-03-18 03:26:11,control,Desktop,0,0.0
5589,2025-04-27 18:19:01,treatment,Desktop,0,0.0
5590,2024-07-03 00:24:25,control,Mobile,0,0.0
5591,2025-08-17 12:17:52,treatment,Desktop,0,0.0
5592,2025-05-04 13:42:12,treatment,Desktop,1,129.6
5593,2024-10-09 09:20:00,control,Mobile,0,0.0
5594,2025-03-23 03:33:06,treatment,Desktop,0,0.0
5595,2025-09-03 17:49:53,treatment,Desktop,0,0.0
5596,2025-07-22 07:28:53,treatment,Mobile,0,0.0
5597,2025-09-02 19:52:59,treatment,Desktop,0,0.0
5598,2025-03-05 11:11:19,control,Mobile,0,0.0
5599,2024-05-03 09:01:43,treatment,Mobile,0,0.0
5600,2024-07-12 07:00:12,control,Desktop,0,0.0
5601,2024-03-30 18:06:50,treatment,Desktop,0,0.0
5602,2024-11-27 12:10:35,treatment,Desktop,0,0.0
5603,2024-12-06 17:47:10,treatment,Tablet,0,0.0
5604,2024-12-28 10:26:17,treatment,Desktop,0,0.0
5605,2024-08-05 17:04:09,treatment,Desktop,0,0.0
5606,2024-03-30 07:40:01,treatment,Desktop,1,84.52
5607,2024-07-06 03:25:48,treatment,Mobile,0,0.0
5608,2025-02-10 03:00:01,control,Desktop,0,0.0
5609,2024-07-22 13:01:13,treatment,Desktop,0,0.0
5610,2024-10-12 22:58:37,treatment,Mobile,0,0.0
5611,2024-03-28 20:03:22,treatment,Tablet,0,0.0
5612,2025-02-03 18:22:41,control,Desktop,0,0.0
5613,2024-09-22 06:32:27,treatment,Desktop,0,0.0
5614,2024-05-13 08:09:14,treatment,Mobile,0,0.0
5615,2024-04-29 09:42:27,control,Desktop,0,0.0
5616,2024-10-18 23:48:09,treatment,Mobile,0,0.0
5617,2025-02-07 09:33:06,control,Desktop,0,0.0
5618,2024-12-08 11:33:12,control,Mobile,0,0.0
5619,2025-07-10 19:14:19,control,Desktop,0,0.0
5620,2024-09-06 02:59:11,treatment,Mobile,0,0.0
5621,2025-02-24 12:31:16,control,Mobile,0,0.0
5622,2025-06-15 06:44:28,treatment,Mobile,0,0.0
5623,2024-12-11 11:20:16,control,Mobile,0,0.0
5624,2024-12-31 14:57:14,treatment,Desktop,0,0.0
5625,2024-11-12 02:29:06,treatment,Desktop,0,0.0
5626,2024-12-24 21:52:22,control,Desktop,0,0.0
5627,2025-04-11 06:12:36,treatment,Mobile,0,0.0
5628,2025-04-16 00:20:22,control,Desktop,0,0.0
5629,2025-09-01 17:02:11,control,Desktop,1,54.1
5630,2025-02-23 16:43:29,control,Desktop,1,136.92
5631,2024-04-28 09:43:12,control,Mobile,0,0.0
5632,2025-05-11 00:14:00,control,Desktop,0,0.0
5633,2024-10-28 18:24:48,control,Desktop,0,0.0
5634,2024-11-22 11:26:11,control,Desktop,0,0.0
5635,2025-03-01 18:32:21,control,Desktop,0,0.0
5636,2025-02-27 06:17:17,treatment,Desktop,0,0.0
5637,2024-06-21 07:07:34,treatment,Tablet,0,0.0
5638,2025-02-18 09:17:54,control,Desktop,0,0.0
5639,2025-04-18 00:42:42,control,Desktop,0,0.0
5640,2024-11-28 13:13:56,control,Mobile,0,0.0
5641,2024-10-25 17:28:14,treatment,Mobile,0,0.0
5642,2025-08-09 07:24:52,treatment,Desktop,0,0.0
5643,2025-02-21 11:54:16,control,Tablet,1,112.31
5644,2024-10-28 10:39:45,treatment,Mobile,0,0.0
5645,2024-11-07 05:15:28,treatment,Mobile,0,0.0
5646,2025-03-04 10:33:18,control,Desktop,0,0.0
5647,2024-08-13 04:52:21,control,Desktop,0,0.0
5648,2025-08-05 20:15:00,control,Mobile,0,0.0
5649,2025-05-10 09:02:18,control,Desktop,0,0.0
5650,2025-04-17 20:50:36,control,Desktop,0,0.0
5651,2024-12-31 00:41:54,control,Mobile,0,0.0
5652,2025-05-25 05:36:57,treatment,Desktop,0,0.0
5653,2024-07-21 15:42:01,control,Tablet,0,0.0
5654,2024-09-11 22:16:57,treatment,Mobile,0,0.0
5655,2025-04-19 08:53:56,control,Desktop,0,0.0
5656,2024-08-05 00:34:12,control,Tablet,0,0.0
5657,2025-02-20 18:12:08,control,Desktop,0,0.0
5658,2025-05-20 02:27:40,treatment,Mobile,0,0.0
5659,2025-05-27 21:33:11,treatment,Desktop,0,0.0
5660,2025-06-19 05:13:34,treatment,Tablet,0,0.0
5661,2025-03-05 18:34:14,treatment,Desktop,0,0.0
